season,round,position,points,wins,driverId
2005,17,18,5.0,0,klien
2005,17,19,4.0,0,albers
2005,17,20,4.0,0,rosa
2005,17,21,3.0,0,friesacher
2005,17,22,2.0,0,pizzonia
2005,17,23,1.0,0,sato
2005,17,24,1.0,0,liuzzi
2005,17,25,0.0,0,doornbos
2005,17,26,0.0,0,zonta
2005,17,27,0.0,0,davidson
2005,18,1,123.0,6,alonso
2005,18,2,104.0,7,raikkonen
2005,18,3,62.0,1,michael_schumacher
2005,18,4,60.0,3,montoya
2005,18,5,53.0,1,fisichella
2005,18,6,43.0,0,trulli
2005,18,7,39.0,0,ralf_schumacher
2005,18,8,38.0,0,barrichello
2005,18,9,36.0,0,button
2005,18,10,34.0,0,webber
2005,18,11,28.0,0,heidfeld
2005,18,12,24.0,0,coulthard
2005,18,13,9.0,0,villeneuve
2005,18,14,8.0,0,massa
2005,18,15,7.0,0,monteiro
2005,18,16,6.0,0,wurz
2005,18,17,5.0,0,karthikeyan
2005,18,18,5.0,0,klien
2005,18,19,4.0,0,albers
2005,18,20,4.0,0,rosa
2005,18,21,3.0,0,friesacher
2005,18,22,2.0,0,pizzonia
2005,18,23,1.0,0,sato
2005,18,24,1.0,0,liuzzi
2005,18,25,0.0,0,doornbos
2005,18,26,0.0,0,zonta
2005,18,27,0.0,0,davidson
2005,19,1,133.0,7,alonso
2005,19,2,112.0,7,raikkonen
2005,19,3,62.0,1,michael_schumacher
2005,19,4,60.0,3,montoya
2005,19,5,58.0,1,fisichella
2005,19,6,45.0,0,ralf_schumacher
2005,19,7,43.0,0,trulli
2005,19,8,38.0,0,barrichello
2005,19,9,37.0,0,button
2005,19,10,36.0,0,webber
2005,19,11,28.0,0,heidfeld
2005,19,12,24.0,0,coulthard
2005,19,13,11.0,0,massa
2005,19,14,9.0,0,villeneuve
2005,19,15,9.0,0,klien
2005,19,16,7.0,0,monteiro
2005,19,17,6.0,0,wurz
2005,19,18,5.0,0,karthikeyan
2005,19,19,4.0,0,albers
2005,19,20,4.0,0,rosa
2005,19,21,3.0,0,friesacher
2005,19,22,2.0,0,pizzonia
2005,19,23,1.0,0,sato
2005,19,24,1.0,0,liuzzi
2005,19,25,0.0,0,doornbos
2005,19,26,0.0,0,zonta
2005,19,27,0.0,0,davidson
2006,1,1,10.0,1,alonso
2006,1,2,8.0,0,michael_schumacher
2006,1,3,6.0,0,raikkonen
2006,1,4,5.0,0,button
2006,1,5,4.0,0,montoya
2006,1,6,3.0,0,webber
2006,1,7,2.0,0,rosberg
2006,1,8,1.0,0,klien
2006,1,9,0.0,0,massa
2006,1,10,0.0,0,coulthard
2006,1,11,0.0,0,liuzzi
2006,1,12,0.0,0,heidfeld
2006,1,13,0.0,0,speed
2006,1,14,0.0,0,ralf_schumacher
2006,1,15,0.0,0,barrichello
2006,1,16,0.0,0,trulli
2006,1,17,0.0,0,monteiro
2006,1,18,0.0,0,sato
2006,2,1,18.0,1,alonso
2006,2,2,11.0,0,michael_schumacher
2006,2,3,11.0,0,button
2006,2,4,10.0,1,fisichella
2006,2,5,9.0,0,montoya
2006,2,6,6.0,0,raikkonen
2006,2,7,4.0,0,massa
2006,2,8,3.0,0,webber
2006,2,9,2.0,0,rosberg
2006,2,10,2.0,0,villeneuve
2006,2,11,1.0,0,ralf_schumacher
2006,2,12,1.0,0,klien
2006,2,13,0.0,0,trulli
2006,2,14,0.0,0,barrichello
2006,2,15,0.0,0,coulthard
2006,2,16,0.0,0,liuzzi
2006,2,17,0.0,0,albers
2006,2,18,0.0,0,heidfeld
2006,2,19,0.0,0,monteiro
2006,2,20,0.0,0,speed
2006,2,21,0.0,0,sato
2006,3,1,28.0,2,alonso
2006,3,2,14.0,1,fisichella
2006,3,3,14.0,0,raikkonen
2006,3,4,11.0,0,michael_schumacher
2006,3,5,11.0,0,button
2006,3,6,9.0,0,montoya
2006,3,7,7.0,0,ralf_schumacher
2006,3,8,5.0,0,heidfeld
2006,3,9,5.0,0,villeneuve
2006,3,10,4.0,0,massa
2006,3,11,3.0,0,webber
2006,3,12,2.0,0,barrichello
2006,3,13,2.0,0,rosberg
2006,3,14,1.0,0,coulthard
2006,3,15,1.0,0,klien
2006,3,16,0.0,0,speed
2006,3,17,0.0,0,trulli
2006,3,18,0.0,0,liuzzi
2006,3,19,0.0,0,albers
2006,3,20,0.0,0,sato
2006,3,21,0.0,0,monteiro
2006,3,22,0.0,0,ide
2006,4,1,36.0,2,alonso
2006,4,2,21.0,1,michael_schumacher
2006,4,3,18.0,0,raikkonen
2006,4,4,15.0,1,fisichella
2006,4,5,15.0,0,montoya
2006,4,6,13.0,0,button
2006,4,7,9.0,0,massa
2006,4,8,7.0,0,ralf_schumacher
2006,4,9,6.0,0,webber
2006,4,10,5.0,0,heidfeld
2006,4,11,5.0,0,villeneuve
2006,4,12,2.0,0,barrichello
2006,4,13,2.0,0,rosberg
2006,4,14,1.0,0,coulthard
2006,4,15,1.0,0,klien
2006,4,16,0.0,0,speed
2006,4,17,0.0,0,trulli
2006,4,18,0.0,0,liuzzi
2006,4,19,0.0,0,albers
2006,4,20,0.0,0,sato
2006,4,21,0.0,0,monteiro
2006,4,22,0.0,0,ide
2006,5,1,44.0,2,alonso
2006,5,2,31.0,2,michael_schumacher
2006,5,3,23.0,0,raikkonen
2006,5,4,18.0,1,fisichella
2006,5,5,15.0,0,massa
2006,5,6,15.0,0,montoya
2006,5,7,13.0,0,button
2006,5,8,7.0,0,ralf_schumacher
2006,5,9,6.0,0,barrichello
2006,5,10,6.0,0,webber
2006,5,11,6.0,0,villeneuve
2006,5,12,5.0,0,heidfeld
2006,5,13,4.0,0,rosberg
2006,5,14,1.0,0,coulthard
2006,5,15,1.0,0,klien
2006,5,16,0.0,0,trulli
2006,5,17,0.0,0,speed
2006,5,18,0.0,0,liuzzi
2006,5,19,0.0,0,albers
2006,5,20,0.0,0,monteiro
2006,5,21,0.0,0,sato
2006,5,22,0.0,0,ide
2006,6,1,54.0,3,alonso
2006,6,2,39.0,2,michael_schumacher
2006,6,3,27.0,0,raikkonen
2006,6,4,24.0,1,fisichella
2006,6,5,20.0,0,massa
2006,6,6,16.0,0,button
2006,6,7,15.0,0,montoya
2006,6,8,8.0,0,barrichello
2006,6,9,7.0,0,ralf_schumacher
2006,6,10,6.0,0,heidfeld
2006,6,11,6.0,0,webber
2006,6,12,6.0,0,villeneuve
2006,6,13,4.0,0,rosberg
2006,6,14,1.0,0,coulthard
2006,6,15,1.0,0,klien
2006,6,16,0.0,0,trulli
2006,6,17,0.0,0,speed
2006,6,18,0.0,0,liuzzi
2006,6,19,0.0,0,albers
2006,6,20,0.0,0,monteiro
2006,6,21,0.0,0,sato
2006,6,22,0.0,0,ide
2006,7,1,64.0,4,alonso
2006,7,2,43.0,2,michael_schumacher
2006,7,3,27.0,1,fisichella
2006,7,4,27.0,0,raikkonen
2006,7,5,23.0,0,montoya
2006,7,6,20.0,0,massa
2006,7,7,16.0,0,button
2006,7,8,13.0,0,barrichello
2006,7,9,8.0,0,ralf_schumacher
2006,7,10,8.0,0,heidfeld
2006,7,11,7.0,0,coulthard
2006,7,12,6.0,0,webber
2006,7,13,6.0,0,villeneuve
2006,7,14,4.0,0,rosberg
2006,7,15,1.0,0,klien
2006,7,16,0.0,0,trulli
2006,7,17,0.0,0,speed
2006,7,18,0.0,0,liuzzi
2006,7,19,0.0,0,albers
2006,7,20,0.0,0,monteiro
2006,7,21,0.0,0,sato
2006,7,22,0.0,0,ide
2006,7,23,0.0,0,montagny
2006,8,1,74.0,5,alonso
2006,8,2,51.0,2,michael_schumacher
2006,8,3,33.0,0,raikkonen
2006,8,4,32.0,1,fisichella
2006,8,5,26.0,0,montoya
2006,8,6,24.0,0,massa
2006,8,7,16.0,0,button
2006,8,8,13.0,0,barrichello
2006,8,9,10.0,0,heidfeld
2006,8,10,8.0,0,ralf_schumacher
2006,8,11,7.0,0,coulthard
2006,8,12,7.0,0,villeneuve
2006,8,13,6.0,0,webber
2006,8,14,4.0,0,rosberg
2006,8,15,1.0,0,klien
2006,8,16,0.0,0,trulli
2006,8,17,0.0,0,speed
2006,8,18,0.0,0,liuzzi
2006,8,19,0.0,0,albers
2006,8,20,0.0,0,monteiro
2006,8,21,0.0,0,sato
2006,8,22,0.0,0,ide
2006,8,23,0.0,0,montagny
2006,9,1,84.0,6,alonso
2006,9,2,59.0,2,michael_schumacher
2006,9,3,39.0,0,raikkonen
2006,9,4,37.0,1,fisichella
2006,9,5,28.0,0,massa
2006,9,6,26.0,0,montoya
2006,9,7,16.0,0,button
2006,9,8,13.0,0,barrichello
2006,9,9,12.0,0,heidfeld
2006,9,10,8.0,0,ralf_schumacher
2006,9,11,8.0,0,coulthard
2006,9,12,7.0,0,villeneuve
2006,9,13,6.0,0,webber
2006,9,14,4.0,0,rosberg
2006,9,15,3.0,0,trulli
2006,9,16,1.0,0,klien
2006,9,17,0.0,0,speed
2006,9,18,0.0,0,liuzzi
2006,9,19,0.0,0,albers
2006,9,20,0.0,0,monteiro
2006,9,21,0.0,0,sato
2006,9,22,0.0,0,ide
2006,9,23,0.0,0,montagny
2006,10,1,88.0,6,alonso
2006,10,2,69.0,3,michael_schumacher
2006,10,3,43.0,1,fisichella
2006,10,4,39.0,0,raikkonen
2006,10,5,36.0,0,massa
2006,10,6,26.0,0,montoya
2006,10,7,16.0,0,button
2006,10,8,16.0,0,barrichello
2006,10,9,12.0,0,heidfeld
2006,10,10,10.0,0,coulthard
2006,10,11,8.0,0,ralf_schumacher
2006,10,12,8.0,0,trulli
2006,10,13,7.0,0,villeneuve
2006,10,14,6.0,0,webber
2006,10,15,4.0,0,rosberg
2006,10,16,1.0,0,liuzzi
2006,10,17,1.0,0,klien
2006,10,18,0.0,0,speed
2006,10,19,0.0,0,albers
2006,10,20,0.0,0,monteiro
2006,10,21,0.0,0,sato
2006,10,22,0.0,0,ide
2006,10,23,0.0,0,montagny
2006,11,1,96.0,6,alonso
2006,11,2,79.0,4,michael_schumacher
2006,11,3,46.0,1,fisichella
2006,11,4,43.0,0,raikkonen
2006,11,5,42.0,0,massa
2006,11,6,26.0,0,montoya
2006,11,7,16.0,0,button
2006,11,8,16.0,0,barrichello
2006,11,9,13.0,0,ralf_schumacher
2006,11,10,13.0,0,heidfeld
2006,11,11,10.0,0,coulthard
2006,11,12,8.0,0,trulli
2006,11,13,7.0,0,villeneuve
2006,11,14,6.0,0,webber
2006,11,15,4.0,0,rosberg
2006,11,16,2.0,0,rosa
2006,11,17,1.0,0,liuzzi
2006,11,18,1.0,0,klien
2006,11,19,0.0,0,speed
2006,11,20,0.0,0,albers
2006,11,21,0.0,0,monteiro
2006,11,22,0.0,0,sato
2006,11,23,0.0,0,ide
2006,11,24,0.0,0,montagny
2006,12,1,100.0,6,alonso
2006,12,2,89.0,5,michael_schumacher
2006,12,3,50.0,0,massa
2006,12,4,49.0,1,fisichella
2006,12,5,49.0,0,raikkonen
2006,12,6,26.0,0,montoya
2006,12,7,21.0,0,button
2006,12,8,16.0,0,barrichello
2006,12,9,13.0,0,ralf_schumacher
2006,12,10,13.0,0,heidfeld
2006,12,11,10.0,0,coulthard
2006,12,12,10.0,0,trulli
2006,12,13,7.0,0,villeneuve
2006,12,14,6.0,0,webber
2006,12,15,4.0,0,rosberg
2006,12,16,2.0,0,rosa
2006,12,17,2.0,0,klien
2006,12,18,1.0,0,liuzzi
2006,12,19,0.0,0,speed
2006,12,20,0.0,0,albers
2006,12,21,0.0,0,monteiro
2006,12,22,0.0,0,sato
2006,12,23,0.0,0,ide
2006,12,24,0.0,0,montagny
2006,13,1,100.0,6,alonso
2006,13,2,90.0,5,michael_schumacher
2006,13,3,52.0,0,massa
2006,13,4,49.0,1,fisichella
2006,13,5,49.0,0,raikkonen
2006,13,6,31.0,1,button
2006,13,7,26.0,0,montoya
2006,13,8,21.0,0,barrichello
2006,13,9,19.0,0,heidfeld
2006,13,10,16.0,0,ralf_schumacher
2006,13,11,14.0,0,coulthard
2006,13,12,10.0,0,rosa
2006,13,13,10.0,0,trulli
2006,13,14,7.0,0,villeneuve
2006,13,15,6.0,0,webber
2006,13,16,4.0,0,rosberg
2006,13,17,2.0,0,klien
2006,13,18,1.0,0,liuzzi
2006,13,19,0.0,0,speed
2006,13,20,0.0,0,monteiro
2006,13,21,0.0,0,albers
2006,13,22,0.0,0,sato
2006,13,23,0.0,0,ide
2006,13,24,0.0,0,montagny
2006,14,1,108.0,6,alonso
2006,14,2,96.0,5,michael_schumacher
2006,14,3,62.0,1,massa
2006,14,4,52.0,1,fisichella
2006,14,5,49.0,0,raikkonen
2006,14,6,36.0,1,button
2006,14,7,26.0,0,montoya
2006,14,8,22.0,0,barrichello
2006,14,9,19.0,0,heidfeld
2006,14,10,18.0,0,ralf_schumacher
2006,14,11,14.0,0,rosa
2006,14,12,14.0,0,coulthard
2006,14,13,10.0,0,trulli
2006,14,14,7.0,0,villeneuve
2006,14,15,6.0,0,webber
2006,14,16,4.0,0,rosberg
2006,14,17,2.0,0,klien
2006,14,18,1.0,0,liuzzi
2006,14,19,0.0,0,speed
2006,14,20,0.0,0,monteiro
2006,14,21,0.0,0,albers
2006,14,22,0.0,0,sato
2006,14,23,0.0,0,kubica
2006,14,24,0.0,0,ide
2006,14,25,0.0,0,montagny
2006,15,1,108.0,6,alonso
2006,15,2,106.0,6,michael_schumacher
2006,15,3,62.0,1,massa
2006,15,4,57.0,1,fisichella
2006,15,5,57.0,0,raikkonen
2006,15,6,40.0,1,button
2006,15,7,26.0,0,montoya
2006,15,8,25.0,0,barrichello
2006,15,9,20.0,0,heidfeld
2006,15,10,18.0,0,ralf_schumacher
2006,15,11,14.0,0,rosa
2006,15,12,14.0,0,coulthard
2006,15,13,12.0,0,trulli
2006,15,14,7.0,0,villeneuve
2006,15,15,6.0,0,kubica
2006,15,16,6.0,0,webber
2006,15,17,4.0,0,rosberg
2006,15,18,2.0,0,klien
2006,15,19,1.0,0,liuzzi
2006,15,20,0.0,0,speed
2006,15,21,0.0,0,monteiro
2006,15,22,0.0,0,albers
2006,15,23,0.0,0,sato
2006,15,24,0.0,0,ide
2006,15,25,0.0,0,montagny
2006,16,1,116.0,7,michael_schumacher
2006,16,2,116.0,6,alonso
2006,16,3,63.0,1,fisichella
2006,16,4,62.0,1,massa
2006,16,5,57.0,0,raikkonen
2006,16,6,45.0,1,button
2006,16,7,28.0,0,barrichello
2006,16,8,26.0,0,montoya
2006,16,9,22.0,0,heidfeld
2006,16,10,18.0,0,rosa
2006,16,11,18.0,0,ralf_schumacher
2006,16,12,14.0,0,coulthard
2006,16,13,12.0,0,trulli
2006,16,14,7.0,0,webber
2006,16,15,7.0,0,villeneuve
2006,16,16,6.0,0,kubica
2006,16,17,4.0,0,rosberg
2006,16,18,2.0,0,klien
2006,16,19,1.0,0,liuzzi
2006,16,20,0.0,0,speed
2006,16,21,0.0,0,monteiro
2006,16,22,0.0,0,albers
2006,16,23,0.0,0,sato
2006,16,24,0.0,0,doornbos
2006,16,25,0.0,0,ide
2006,16,26,0.0,0,montagny
2006,16,27,0.0,0,yamamoto
2006,17,1,126.0,7,alonso
2006,17,2,116.0,7,michael_schumacher
2006,17,3,70.0,1,massa
2006,17,4,69.0,1,fisichella
2006,17,5,61.0,0,raikkonen
2006,17,6,50.0,1,button
2006,17,7,28.0,0,barrichello
2006,17,8,26.0,0,montoya
2006,17,9,23.0,0,heidfeld
2006,17,10,20.0,0,ralf_schumacher
2006,17,11,18.0,0,rosa
2006,17,12,15.0,0,trulli
2006,17,13,14.0,0,coulthard
2006,17,14,7.0,0,webber
2006,17,15,7.0,0,villeneuve
2006,17,16,6.0,0,kubica
2006,17,17,4.0,0,rosberg
2006,17,18,2.0,0,klien
2006,17,19,1.0,0,liuzzi
2006,17,20,0.0,0,speed
2006,17,21,0.0,0,monteiro
2006,17,22,0.0,0,albers
2006,17,23,0.0,0,sato
2006,17,24,0.0,0,doornbos
2006,17,25,0.0,0,ide
2006,17,26,0.0,0,montagny
2006,17,27,0.0,0,yamamoto
2006,18,1,134.0,7,alonso
2006,18,2,121.0,7,michael_schumacher
2006,18,3,80.0,2,massa
2006,18,4,72.0,1,fisichella
2006,18,5,65.0,0,raikkonen
2006,18,6,56.0,1,button
2006,18,7,30.0,0,barrichello
2006,18,8,26.0,0,montoya
2006,18,9,23.0,0,heidfeld
2006,18,10,20.0,0,ralf_schumacher
2006,18,11,19.0,0,rosa
2006,18,12,15.0,0,trulli
2006,18,13,14.0,0,coulthard
2006,18,14,7.0,0,webber
2006,18,15,7.0,0,villeneuve
2006,18,16,6.0,0,kubica
2006,18,17,4.0,0,rosberg
2006,18,18,2.0,0,klien
2006,18,19,1.0,0,liuzzi
2006,18,20,0.0,0,speed
2006,18,21,0.0,0,monteiro
2006,18,22,0.0,0,albers
2006,18,23,0.0,0,sato
2006,18,24,0.0,0,doornbos
2006,18,25,0.0,0,ide
2006,18,26,0.0,0,yamamoto
2006,18,27,0.0,0,montagny
2007,1,1,10.0,1,raikkonen
2007,1,2,8.0,0,alonso
2007,1,3,6.0,0,hamilton
2007,1,4,5.0,0,heidfeld
2007,1,5,4.0,0,fisichella
2007,1,6,3.0,0,massa
2007,1,7,2.0,0,rosberg
2007,1,8,1.0,0,ralf_schumacher
2007,1,9,0.0,0,trulli
2007,1,10,0.0,0,kovalainen
2007,1,11,0.0,0,barrichello
2007,1,12,0.0,0,sato
2007,1,13,0.0,0,webber
2007,1,14,0.0,0,liuzzi
2007,1,15,0.0,0,button
2007,1,16,0.0,0,davidson
2007,1,17,0.0,0,sutil
2007,2,1,18.0,1,alonso
2007,2,2,16.0,1,raikkonen
2007,2,3,14.0,0,hamilton
2007,2,4,10.0,0,heidfeld
2007,2,5,7.0,0,fisichella
2007,2,6,7.0,0,massa
2007,2,7,2.0,0,trulli
2007,2,8,2.0,0,rosberg
2007,2,9,1.0,0,kovalainen
2007,2,10,1.0,0,ralf_schumacher
2007,2,11,0.0,0,wurz
2007,2,12,0.0,0,webber
2007,2,13,0.0,0,barrichello
2007,2,14,0.0,0,sato
2007,2,15,0.0,0,button
2007,2,16,0.0,0,liuzzi
2007,2,17,0.0,0,speed
2007,2,18,0.0,0,davidson
2007,2,19,0.0,0,sutil
2007,2,20,0.0,0,kubica
2007,3,1,22.0,1,alonso
2007,3,2,22.0,1,raikkonen
2007,3,3,22.0,0,hamilton
2007,3,4,17.0,1,massa
2007,3,5,15.0,0,heidfeld
2007,3,6,8.0,0,fisichella
2007,3,7,4.0,0,trulli
2007,3,8,3.0,0,kubica
2007,3,9,2.0,0,rosberg
2007,3,10,1.0,0,kovalainen
2007,3,11,1.0,0,ralf_schumacher
2007,3,12,0.0,0,wurz
2007,3,13,0.0,0,webber
2007,3,14,0.0,0,barrichello
2007,3,15,0.0,0,sato
2007,3,16,0.0,0,button
2007,3,17,0.0,0,liuzzi
2007,3,18,0.0,0,albers
2007,3,19,0.0,0,speed
2007,3,20,0.0,0,sutil
2007,3,21,0.0,0,davidson
2007,4,1,30.0,0,hamilton
2007,4,2,28.0,1,alonso
2007,4,3,27.0,2,massa
2007,4,4,22.0,1,raikkonen
2007,4,5,15.0,0,heidfeld
2007,4,6,8.0,0,kubica
2007,4,7,8.0,0,fisichella
2007,4,8,5.0,0,rosberg
2007,4,9,4.0,0,coulthard
2007,4,10,4.0,0,trulli
2007,4,11,3.0,0,kovalainen
2007,4,12,1.0,0,sato
2007,4,13,1.0,0,ralf_schumacher
2007,4,14,0.0,0,wurz
2007,4,15,0.0,0,barrichello
2007,4,16,0.0,0,webber
2007,4,17,0.0,0,davidson
2007,4,18,0.0,0,button
2007,4,19,0.0,0,sutil
2007,4,20,0.0,0,albers
2007,4,21,0.0,0,liuzzi
2007,4,22,0.0,0,speed
2007,5,1,38.0,2,alonso
2007,5,2,38.0,0,hamilton
2007,5,3,33.0,2,massa
2007,5,4,23.0,1,raikkonen
2007,5,5,18.0,0,heidfeld
2007,5,6,13.0,0,fisichella
2007,5,7,12.0,0,kubica
2007,5,8,5.0,0,rosberg
2007,5,9,4.0,0,coulthard
2007,5,10,4.0,0,trulli
2007,5,11,3.0,0,kovalainen
2007,5,12,2.0,0,wurz
2007,5,13,1.0,0,sato
2007,5,14,1.0,0,ralf_schumacher
2007,5,15,0.0,0,speed
2007,5,16,0.0,0,barrichello
2007,5,17,0.0,0,webber
2007,5,18,0.0,0,button
2007,5,19,0.0,0,davidson
2007,5,20,0.0,0,sutil
2007,5,21,0.0,0,albers
2007,5,22,0.0,0,liuzzi
2007,6,1,48.0,1,hamilton
2007,6,2,40.0,2,alonso
2007,6,3,33.0,2,massa
2007,6,4,27.0,1,raikkonen
2007,6,5,26.0,0,heidfeld
2007,6,6,13.0,0,fisichella
2007,6,7,12.0,0,kubica
2007,6,8,8.0,0,wurz
2007,6,9,8.0,0,kovalainen
2007,6,10,5.0,0,rosberg
2007,6,11,4.0,0,coulthard
2007,6,12,4.0,0,sato
2007,6,13,4.0,0,trulli
2007,6,14,2.0,0,ralf_schumacher
2007,6,15,0.0,0,webber
2007,6,16,0.0,0,speed
2007,6,17,0.0,0,barrichello
2007,6,18,0.0,0,davidson
2007,6,19,0.0,0,button
2007,6,20,0.0,0,sutil
2007,6,21,0.0,0,albers
2007,6,22,0.0,0,liuzzi
2007,7,1,58.0,2,hamilton
2007,7,2,48.0,2,alonso
2007,7,3,39.0,2,massa
2007,7,4,32.0,1,raikkonen
2007,7,5,26.0,0,heidfeld
2007,7,6,13.0,0,fisichella
2007,7,7,12.0,0,kubica
2007,7,8,12.0,0,kovalainen
2007,7,9,8.0,0,wurz
2007,7,10,7.0,0,trulli
2007,7,11,5.0,0,rosberg
2007,7,12,4.0,0,coulthard
2007,7,13,4.0,0,sato
2007,7,14,2.0,0,webber
2007,7,15,2.0,0,ralf_schumacher
2007,7,16,1.0,0,vettel
2007,7,17,0.0,0,speed
2007,7,18,0.0,0,barrichello
2007,7,19,0.0,0,davidson
2007,7,20,0.0,0,button
2007,7,21,0.0,0,sutil
2007,7,22,0.0,0,albers
2007,7,23,0.0,0,liuzzi
2007,8,1,64.0,2,hamilton
2007,8,2,50.0,2,alonso
2007,8,3,47.0,2,massa
2007,8,4,42.0,2,raikkonen
2007,8,5,30.0,0,heidfeld
2007,8,6,17.0,0,kubica
2007,8,7,16.0,0,fisichella
2007,8,8,12.0,0,kovalainen
2007,8,9,8.0,0,wurz
2007,8,10,7.0,0,trulli
2007,8,11,5.0,0,rosberg
2007,8,12,4.0,0,coulthard
2007,8,13,4.0,0,sato
2007,8,14,2.0,0,webber
2007,8,15,2.0,0,ralf_schumacher
2007,8,16,1.0,0,button
2007,8,17,1.0,0,vettel
2007,8,18,0.0,0,speed
2007,8,19,0.0,0,barrichello
2007,8,20,0.0,0,davidson
2007,8,21,0.0,0,sutil
2007,8,22,0.0,0,albers
2007,8,23,0.0,0,liuzzi
2007,9,1,70.0,2,hamilton
2007,9,2,58.0,2,alonso
2007,9,3,52.0,3,raikkonen
2007,9,4,51.0,2,massa
2007,9,5,33.0,0,heidfeld
2007,9,6,22.0,0,kubica
2007,9,7,17.0,0,fisichella
2007,9,8,14.0,0,kovalainen
2007,9,9,8.0,0,wurz
2007,9,10,7.0,0,trulli
2007,9,11,5.0,0,rosberg
2007,9,12,4.0,0,coulthard
2007,9,13,4.0,0,sato
2007,9,14,2.0,0,webber
2007,9,15,2.0,0,ralf_schumacher
2007,9,16,1.0,0,button
2007,9,17,1.0,0,vettel
2007,9,18,0.0,0,barrichello
2007,9,19,0.0,0,speed
2007,9,20,0.0,0,davidson
2007,9,21,0.0,0,sutil
2007,9,22,0.0,0,albers
2007,9,23,0.0,0,liuzzi
2007,10,1,70.0,2,hamilton
2007,10,2,68.0,3,alonso
2007,10,3,59.0,2,massa
2007,10,4,52.0,3,raikkonen
2007,10,5,36.0,0,heidfeld
2007,10,6,24.0,0,kubica
2007,10,7,17.0,0,fisichella
2007,10,8,15.0,0,kovalainen
2007,10,9,13.0,0,wurz
2007,10,10,8.0,0,webber
2007,10,11,8.0,0,coulthard
2007,10,12,7.0,0,trulli
2007,10,13,5.0,0,rosberg
2007,10,14,4.0,0,sato
2007,10,15,2.0,0,ralf_schumacher
2007,10,16,1.0,0,button
2007,10,17,1.0,0,vettel
2007,10,18,0.0,0,barrichello
2007,10,19,0.0,0,speed
2007,10,20,0.0,0,davidson
2007,10,21,0.0,0,sutil
2007,10,22,0.0,0,albers
2007,10,23,0.0,0,liuzzi
2007,11,1,80.0,3,hamilton
2007,11,2,73.0,3,alonso
2007,11,3,60.0,3,raikkonen
2007,11,4,59.0,2,massa
2007,11,5,42.0,0,heidfeld
2007,11,6,28.0,0,kubica
2007,11,7,17.0,0,fisichella
2007,11,8,16.0,0,kovalainen
2007,11,9,13.0,0,wurz
2007,11,10,8.0,0,webber
2007,11,11,8.0,0,coulthard
2007,11,12,7.0,0,rosberg
2007,11,13,7.0,0,trulli
2007,11,14,5.0,0,ralf_schumacher
2007,11,15,4.0,0,sato
2007,11,16,1.0,0,button
2007,11,17,1.0,0,vettel
2007,11,18,0.0,0,barrichello
2007,11,19,0.0,0,speed
2007,11,20,0.0,0,davidson
2007,11,21,0.0,0,sutil
2007,11,22,0.0,0,albers
2007,11,23,0.0,0,liuzzi
2007,12,1,84.0,3,hamilton
2007,12,2,79.0,3,alonso
2007,12,3,69.0,3,massa
2007,12,4,68.0,3,raikkonen
2007,12,5,47.0,0,heidfeld
2007,12,6,29.0,0,kubica
2007,12,7,19.0,0,kovalainen
2007,12,8,17.0,0,fisichella
2007,12,9,13.0,0,wurz
2007,12,10,9.0,0,rosberg
2007,12,11,8.0,0,webber
2007,12,12,8.0,0,coulthard
2007,12,13,7.0,0,trulli
2007,12,14,5.0,0,ralf_schumacher
2007,12,15,4.0,0,sato
2007,12,16,1.0,0,button
2007,12,17,1.0,0,vettel
2007,12,18,0.0,0,barrichello
2007,12,19,0.0,0,speed
2007,12,20,0.0,0,davidson
2007,12,21,0.0,0,sutil
2007,12,22,0.0,0,albers
2007,12,23,0.0,0,liuzzi
2007,12,24,0.0,0,yamamoto
2007,13,1,92.0,3,hamilton
2007,13,2,89.0,4,alonso
2007,13,3,74.0,3,raikkonen
2007,13,4,69.0,3,massa
2007,13,5,52.0,0,heidfeld
2007,13,6,33.0,0,kubica
2007,13,7,21.0,0,kovalainen
2007,13,8,17.0,0,fisichella
2007,13,9,13.0,0,wurz
2007,13,10,12.0,0,rosberg
2007,13,11,8.0,0,webber
2007,13,12,8.0,0,coulthard
2007,13,13,7.0,0,trulli
2007,13,14,5.0,0,ralf_schumacher
2007,13,15,4.0,0,sato
2007,13,16,2.0,0,button
2007,13,17,1.0,0,vettel
2007,13,18,0.0,0,barrichello
2007,13,19,0.0,0,speed
2007,13,20,0.0,0,davidson
2007,13,21,0.0,0,sutil
2007,13,22,0.0,0,albers
2007,13,23,0.0,0,liuzzi
2007,13,24,0.0,0,yamamoto
2007,14,1,97.0,3,hamilton
2007,14,2,95.0,4,alonso
2007,14,3,84.0,4,raikkonen
2007,14,4,77.0,3,massa
2007,14,5,56.0,0,heidfeld
2007,14,6,33.0,0,kubica
2007,14,7,22.0,0,kovalainen
2007,14,8,17.0,0,fisichella
2007,14,9,15.0,0,rosberg
2007,14,10,13.0,0,wurz
2007,14,11,10.0,0,webber
2007,14,12,8.0,0,coulthard
2007,14,13,7.0,0,trulli
2007,14,14,5.0,0,ralf_schumacher
2007,14,15,4.0,0,sato
2007,14,16,2.0,0,button
2007,14,17,1.0,0,vettel
2007,14,18,0.0,0,barrichello
2007,14,19,0.0,0,speed
2007,14,20,0.0,0,davidson
2007,14,21,0.0,0,liuzzi
2007,14,22,0.0,0,sutil
2007,14,23,0.0,0,albers
